571.0	1232	1232
572.0	1276	1276
573.0	1278	1278
574.0	1229	1229
575.0	1252	1252
576.0	1261	1261
577.0	1270	1270
578.0	1248	1248
579.0	1221	1221
580.0	1220	1220
581.0	1268	1268
582.0	1236	1236
583.0	1260	1260
584.0	1254	1254
585.0	1230	1230
586.0	1246	1246
587.0	1200	1200
588.0	1236	1236
589.0	1278	1278
590.0	1254	1254
591.0	1252	1252
592.0	1246	1246
593.0	1274	1274
594.0	1268	1268
595.0	1279	1279
596.0	1304	1304
597.0	1332	1332
598.0	1328	1328
599.0	1302	1302
600.0	1266	1266
601.0	1220	1220
602.0	1252	1252
603.0	1212	1212
604.0	1262	1262
605.0	1252	1252
606.0	1260	1260
607.0	1268	1268
608.0	1216	1216
609.0	1269	1269
610.0	1283	1283
611.0	1262	1262
612.0	1284	1284
613.0	1278	1278
614.0	1236	1236
615.0	1250	1250
616.0	1264	1264
617.0	1272	1272
618.0	1276	1276
619.0	1262	1262
620.0	1246	1246
621.0	1220	1220
622.0	1233	1233
623.0	1236	1236
624.0	1258	1258
625.0	1246	1246
626.0	1256	1256
627.0	1267	1267
628.0	1288	1288
629.0	1288	1288
630.0	1328	1328
631.0	1373	1373
632.0	1326	1326
633.0	1298	1298
634.0	1284	1284
635.0	1275	1275
636.0	1292	1292
637.0	1264	1264
638.0	1278	1278
639.0	1222	1222
640.0	1236	1236
641.0	1236	1236
642.0	1266	1266
643.0	1232	1232
644.0	1272	1272
645.0	1268	1268
646.0	1282	1282
647.0	1272	1272
648.0	1280	1280
649.0	1246	1246
650.0	1223	1223
651.0	1232	1232
652.0	1292	1292
653.0	1274	1274
654.0	1288	1288
655.0	1246	1246
656.0	1276	1276
657.0	1252	1252
658.0	1223	1223
659.0	1233	1233
660.0	1264	1264
661.0	1286	1286
662.0	1289	1289
663.0	1252	1252
664.0	1270	1270
665.0	1252	1252
666.0	1271	1271
667.0	1309	1309
668.0	1365	1365
669.0	1372	1372
670.0	1364	1364
671.0	1332	1332
672.0	1307	1307
673.0	1286	1286
674.0	1311	1311
675.0	1282	1282
676.0	1261	1261
677.0	1272	1272
678.0	1240	1240
679.0	1255	1255
680.0	1288	1288
681.0	1283	1283
682.0	1276	1276
683.0	1274	1274
684.0	1238	1238
685.0	1245	1245
686.0	1206	1206
687.0	1260	1260
688.0	1255	1255
689.0	1308	1308
690.0	1238	1238
691.0	1271	1271
692.0	1225	1225
693.0	1241	1241
694.0	1234	1234
695.0	1244	1244
696.0	1222	1222
697.0	1222	1222
698.0	1239	1239
699.0	1286	1286
700.0	1253	1253
701.0	1264	1264
702.0	1240	1240
703.0	1230	1230
704.0	1220	1220
705.0	1268	1268
706.0	1236	1236
707.0	1271	1271
708.0	1309	1309
709.0	1303	1303
710.0	1381	1381
711.0	1367	1367
712.0	1350	1350
713.0	1343	1343
714.0	1302	1302
715.0	1265	1265
716.0	1236	1236
717.0	1230	1230
718.0	1248	1248
719.0	1232	1232
720.0	1255	1255
721.0	1242	1242
722.0	1292	1292
723.0	1261	1261
724.0	1228	1228
725.0	1218	1218
726.0	1252	1252
727.0	1239	1239
728.0	1223	1223
729.0	1232	1232
730.0	1236	1236
731.0	1264	1264
732.0	1268	1268
733.0	1260	1260
734.0	1270	1270
735.0	1243	1243
736.0	1252	1252
737.0	1232	1232
738.0	1233	1233
739.0	1228	1228
740.0	1294	1294
741.0	1274	1274
742.0	1239	1239
743.0	1288	1288
744.0	1270	1270
745.0	1234	1234
746.0	1193	1193
747.0	1213	1213
748.0	1261	1261
749.0	1284	1284
750.0	1320	1320
751.0	1324	1324
752.0	1342	1342
753.0	1355	1355
754.0	1378	1378
755.0	1326	1326
756.0	1310	1310
757.0	1288	1288
758.0	1254	1254
759.0	1264	1264
760.0	1279	1279
761.0	1268	1268
762.0	1292	1292
763.0	1264	1264
764.0	1264	1264
765.0	1222	1222
766.0	1224	1224
767.0	1212	1212
768.0	1284	1284
769.0	1276	1276
770.0	1245	1245
771.0	1292	1292
772.0	1239	1239
773.0	1278	1278
774.0	1204	1204
775.0	1254	1254
776.0	1236	1236
777.0	1228	1228
778.0	1284	1284
779.0	1282	1282
780.0	1264	1264
781.0	1272	1272
782.0	1239	1239
783.0	1272	1272
784.0	1226	1226
785.0	1198	1198
786.0	1241	1241
787.0	1246	1246
788.0	1240	1240
789.0	1254	1254
790.0	1260	1260
791.0	1278	1278
792.0	1232	1232
793.0	1223	1223
794.0	1296	1296
795.0	1342	1342
796.0	1348	1348
797.0	1350	1350
798.0	1348	1348
799.0	1354	1354
800.0	1308	1308
801.0	1263	1263
802.0	1282	1282
803.0	1254	1254
804.0	1223	1223
805.0	1221	1221
806.0	1213	1213
807.0	1232	1232
808.0	1229	1229
809.0	1270	1270
810.0	1262	1262
811.0	1288	1288
812.0	1216	1216
813.0	1244	1244
814.0	1228	1228
815.0	1252	1252
816.0	1224	1224
817.0	1255	1255
818.0	1260	1260
819.0	1284	1284
820.0	1280	1280
821.0	1236	1236
822.0	1236	1236
823.0	1218	1218
824.0	1252	1252
825.0	1253	1253
826.0	1217	1217
827.0	1268	1268
828.0	1221	1221
829.0	1180	1180
830.0	1280	1280
831.0	1252	1252
832.0	1272	1272
833.0	1292	1292
834.0	1294	1294
835.0	1271	1271
836.0	1212	1212
837.0	1233	1233
838.0	1290	1290
839.0	1356	1356
840.0	1366	1366
841.0	1416	1416
842.0	1348	1348
843.0	1325	1325
844.0	1269	1269
845.0	1268	1268
846.0	1228	1228
847.0	1222	1222
848.0	1244	1244
849.0	1234	1234
850.0	1260	1260
851.0	1271	1271
852.0	1260	1260
853.0	1236	1236
854.0	1234	1234
855.0	1242	1242
856.0	1246	1246
857.0	1244	1244
858.0	1270	1270
859.0	1266	1266
860.0	1257	1257
861.0	1267	1267
862.0	1271	1271
863.0	1236	1236
864.0	1215	1215
865.0	1219	1219
866.0	1202	1202
867.0	1222	1222
868.0	1239	1239
869.0	1278	1278
870.0	1284	1284
871.0	1271	1271
872.0	1276	1276
873.0	1272	1272
874.0	1240	1240
875.0	1215	1215
876.0	1243	1243
877.0	1246	1246
878.0	1229	1229
879.0	1254	1254
880.0	1240	1240
881.0	1310	1310
882.0	1322	1322
883.0	1340	1340
884.0	1318	1318
885.0	1332	1332
886.0	1311	1311
887.0	1300	1300
888.0	1271	1271
889.0	1266	1266
890.0	1206	1206
891.0	1222	1222
892.0	1223	1223
893.0	1253	1253
894.0	1220	1220
895.0	1224	1224
896.0	1246	1246
897.0	1236	1236
898.0	1235	1235
899.0	1217	1217
900.0	1222	1222
901.0	1220	1220
902.0	1247	1247
903.0	1318	1318
904.0	1260	1260
905.0	1268	1268
906.0	1296	1296
907.0	1269	1269
908.0	1244	1244
909.0	1223	1223
910.0	1254	1254
911.0	1218	1218
912.0	1207	1207
913.0	1244	1244
914.0	1270	1270
915.0	1284	1284
916.0	1254	1254
917.0	1230	1230
918.0	1250	1250
919.0	1218	1218
920.0	1212	1212
921.0	1320	1320
922.0	1335	1335
923.0	1293	1293
924.0	1335	1335
925.0	1366	1366
926.0	1311	1311
927.0	1320	1320
928.0	1300	1300
929.0	1278	1278
930.0	1272	1272
931.0	1238	1238
932.0	1215	1215
933.0	1207	1207
934.0	1266	1266
935.0	1268	1268
936.0	1270	1270
937.0	1274	1274
938.0	1239	1239
939.0	1239	1239
940.0	1284	1284
941.0	1282	1282
942.0	1285	1285
943.0	1285	1285
944.0	1239	1239
945.0	1278	1278
946.0	1268	1268
947.0	1247	1247
948.0	1223	1223
949.0	1213	1213
950.0	1223	1223
951.0	1204	1204
952.0	1237	1237
953.0	1220	1220
954.0	1260	1260
955.0	1249	1249
956.0	1274	1274
957.0	1276	1276
958.0	1262	1262
959.0	1284	1284
960.0	1260	1260
961.0	1276	1276
962.0	1342	1342
963.0	1329	1329
964.0	1316	1316
965.0	1318	1318
966.0	1284	1284
967.0	1249	1249
968.0	1261	1261
969.0	1292	1292
970.0	1261	1261
971.0	1252	1252
972.0	1256	1256
973.0	1252	1252
974.0	1231	1231
975.0	1220	1220
976.0	1223	1223
977.0	1256	1256
978.0	1244	1244
979.0	1249	1249
980.0	1247	1247
981.0	1276	1276
982.0	1249	1249
983.0	1254	1254
984.0	1222	1222
985.0	1222	1222
986.0	1238	1238
987.0	1269	1269
988.0	1270	1270
989.0	1230	1230
990.0	1223	1223
991.0	1223	1223
992.0	1215	1215
993.0	1260	1260
994.0	1246	1246
995.0	1286	1286
996.0	1276	1276
997.0	1238	1238
998.0	1272	1272
999.0	1237	1237
1000.0	1240	1240
1001.0	1308	1308
1002.0	1366	1366
1003.0	1354	1354
1004.0	1338	1338
1005.0	1324	1324
1006.0	1292	1292
1007.0	1286	1286
1008.0	1248	1248
1009.0	1282	1282
1010.0	1268	1268
1011.0	1309	1309
1012.0	1246	1246
1013.0	1243	1243
1014.0	1230	1230
1015.0	1213	1213
1016.0	1245	1245
1017.0	1262	1262
1018.0	1219	1219
1019.0	1226	1226
1020.0	1271	1271
1021.0	1232	1232
1022.0	1262	1262
1023.0	1268	1268
1024.0	1236	1236
1025.0	1222	1222
1026.0	1230	1230
1027.0	1230	1230
1028.0	1228	1228
1029.0	1294	1294
1030.0	1286	1286
1031.0	1260	1260
1032.0	1284	1284
1033.0	1260	1260
1034.0	1228	1228
1035.0	1264	1264
1036.0	1232	1232
1037.0	1238	1238
1038.0	1266	1266
1039.0	1238	1238
1040.0	1283	1283
1041.0	1304	1304
1042.0	1318	1318
1043.0	1329	1329
1044.0	1300	1300
1045.0	1348	1348
1046.0	1400	1400
1047.0	1382	1382
1048.0	1334	1334
1049.0	1305	1305
1050.0	1284	1284
1051.0	1261	1261
1052.0	1268	1268
1053.0	1264	1264
1054.0	1214	1214
1055.0	1237	1237
1056.0	1309	1309
1057.0	1255	1255
1058.0	1262	1262
1059.0	1292	1292
1060.0	1279	1279
1061.0	1258	1258
1062.0	1244	1244
1063.0	1238	1238
1064.0	1232	1232
1065.0	1271	1271
1066.0	1266	1266
1067.0	1304	1304
1068.0	1260	1260
1069.0	1223	1223
1070.0	1234	1234
1071.0	1244	1244
1072.0	1252	1252
1073.0	1260	1260
1074.0	1255	1255
1075.0	1286	1286
1076.0	1300	1300
1077.0	1262	1262
1078.0	1276	1276
1079.0	1224	1224
1080.0	1212	1212
1081.0	1276	1276
1082.0	1268	1268
1083.0	1253	1253
1084.0	1268	1268
1085.0	1263	1263
1086.0	1264	1264
1087.0	1320	1320
1088.0	1284	1284
1089.0	1308	1308
1090.0	1324	1324
1091.0	1338	1338
1092.0	1342	1342
1093.0	1268	1268
1094.0	1235	1235
1095.0	1232	1232
1096.0	1261	1261
1097.0	1293	1293
1098.0	1292	1292
1099.0	1300	1300
1100.0	1304	1304
1101.0	1221	1221
1102.0	1254	1254
1103.0	1235	1235
1104.0	1236	1236
1105.0	1267	1267
1106.0	1246	1246
1107.0	1296	1296
1108.0	1292	1292
1109.0	1258	1258
1110.0	1230	1230
1111.0	1220	1220
1112.0	1272	1272
1113.0	1287	1287
1114.0	1272	1272
1115.0	1253	1253
1116.0	1284	1284
1117.0	1255	1255
1118.0	1215	1215
1119.0	1208	1208
1120.0	1274	1274
1121.0	1269	1269
1122.0	1252	1252
1123.0	1244	1244
1124.0	1243	1243
1125.0	1216	1216
1126.0	1280	1280
1127.0	1215	1215
1128.0	1243	1243
1129.0	1262	1262
1130.0	1266	1266
1131.0	1288	1288
1132.0	1264	1264
1133.0	1270	1270
1134.0	1286	1286
1135.0	1322	1322
1136.0	1396	1396
1137.0	1347	1347
1138.0	1328	1328
1139.0	1285	1285
1140.0	1279	1279
1141.0	1218	1218
1142.0	1237	1237
1143.0	1276	1276
1144.0	1271	1271
1145.0	1262	1262
1146.0	1273	1273
1147.0	1284	1284
1148.0	1286	1286
1149.0	1232	1232
1150.0	1256	1256
1151.0	1236	1236
1152.0	1296	1296
1153.0	1276	1276
1154.0	1272	1272
1155.0	1278	1278
1156.0	1263	1263
1157.0	1277	1277
1158.0	1230	1230
1159.0	1247	1247
1160.0	1246	1246
1161.0	1240	1240
1162.0	1215	1215
1163.0	1245	1245
1164.0	1294	1294
1165.0	1252	1252
1166.0	1256	1256
1167.0	1244	1244
1168.0	1260	1260
1169.0	1218	1218
1170.0	1239	1239
1171.0	1286	1286
1172.0	1240	1240
1173.0	1312	1312
1174.0	1254	1254
1175.0	1237	1237
1176.0	1238	1238
1177.0	1255	1255
1178.0	1319	1319
1179.0	1352	1352
1180.0	1362	1362
1181.0	1335	1335
1182.0	1320	1320
1183.0	1322	1322
1184.0	1292	1292
1185.0	1254	1254
1186.0	1240	1240
1187.0	1239	1239
1188.0	1254	1254
1189.0	1245	1245
1190.0	1212	1212
1191.0	1278	1278
1192.0	1277	1277
1193.0	1280	1280
1194.0	1300	1300
1195.0	1318	1318
1196.0	1275	1275
1197.0	1282	1282
1198.0	1244	1244
1199.0	1237	1237
1200.0	1255	1255
1201.0	1232	1232
1202.0	1212	1212
1203.0	1262	1262
1204.0	1286	1286
1205.0	1269	1269
1206.0	1272	1272
1207.0	1290	1290
1208.0	1246	1246
1209.0	1292	1292
1210.0	1260	1260
1211.0	1246	1246
1212.0	1200	1200
1213.0	1221	1221
1214.0	1222	1222
1215.0	1220	1220
1216.0	1272	1272
1217.0	1223	1223
1218.0	1233	1233
1219.0	1268	1268
1220.0	1314	1314
1221.0	1307	1307
1222.0	1288	1288
1223.0	1328	1328
1224.0	1340	1340
1225.0	1260	1260
1226.0	1280	1280
1227.0	1280	1280
1228.0	1245	1245
1229.0	1236	1236
1230.0	1227	1227
1231.0	1168	1168
1232.0	1272	1272
1233.0	1246	1246
1234.0	1264	1264
1235.0	1223	1223
1236.0	1223	1223
1237.0	1256	1256
1238.0	1223	1223
1239.0	1282	1282
1240.0	1252	1252
1241.0	1286	1286
1242.0	1223	1223
1243.0	1277	1277
1244.0	1252	1252
1245.0	1200	1200
1246.0	1244	1244
1247.0	1220	1220
1248.0	1292	1292
1249.0	1263	1263
1250.0	1271	1271
1251.0	1292	1292
1252.0	1271	1271
1253.0	1287	1287
1254.0	1288	1288
1255.0	1265	1265
1256.0	1254	1254
1257.0	1201	1201
1258.0	1260	1260
1259.0	1279	1279
1260.0	1271	1271
1261.0	1283	1283
1262.0	1236	1236
1263.0	1246	1246
1264.0	1246	1246
1265.0	1294	1294
1266.0	1258	1258
1267.0	1348	1348
1268.0	1344	1344
1269.0	1354	1354
1270.0	1320	1320
1271.0	1296	1296
1272.0	1310	1310
1273.0	1238	1238
1274.0	1229	1229
1275.0	1216	1216
1276.0	1213	1213
1277.0	1274	1274
1278.0	1274	1274
1279.0	1252	1252
1280.0	1270	1270
1281.0	1288	1288
1282.0	1261	1261
1283.0	1224	1224
1284.0	1253	1253
1285.0	1222	1222
1286.0	1262	1262
1287.0	1271	1271
1288.0	1268	1268
1289.0	1220	1220
1290.0	1228	1228
1291.0	1262	1262
1292.0	1236	1236
1293.0	1214	1214
1294.0	1212	1212
1295.0	1264	1264
1296.0	1264	1264
1297.0	1292	1292
1298.0	1248	1248
1299.0	1268	1268
1300.0	1220	1220
1301.0	1240	1240
1302.0	1269	1269
1303.0	1216	1216
1304.0	1212	1212
1305.0	1257	1257
1306.0	1243	1243
1307.0	1255	1255
1308.0	1286	1286
1309.0	1283	1283
1310.0	1302	1302
1311.0	1308	1308
1312.0	1406	1406
1313.0	1386	1386
1314.0	1328	1328
1315.0	1300	1300
1316.0	1296	1296
1317.0	1244	1244
1318.0	1302	1302
1319.0	1278	1278
1320.0	1270	1270
1321.0	1314	1314
1322.0	1261	1261
1323.0	1260	1260
1324.0	1207	1207
1325.0	1272	1272
1326.0	1275	1275
1327.0	1254	1254
1328.0	1292	1292
1329.0	1309	1309
1330.0	1284	1284
1331.0	1304	1304
1332.0	1259	1259
1333.0	1264	1264
1334.0	1245	1245
1335.0	1168	1168
1336.0	1208	1208
1337.0	1205	1205
1338.0	1236	1236
1339.0	1256	1256
1340.0	1252	1252
1341.0	1278	1278
1342.0	1288	1288
1343.0	1260	1260
1344.0	1288	1288
1345.0	1256	1256
1346.0	1232	1232
1347.0	1232	1232
1348.0	1232	1232
1349.0	1284	1284
1350.0	1254	1254
1351.0	1286	1286
1352.0	1269	1269
1353.0	1288	1288
1354.0	1357	1357
1355.0	1328	1328
1356.0	1308	1308
1357.0	1340	1340
1358.0	1272	1272
1359.0	1296	1296
1360.0	1314	1314
1361.0	1239	1239
1362.0	1294	1294
1363.0	1220	1220
1364.0	1190	1190
1365.0	1200	1200
1366.0	1183	1183
1367.0	1188	1188
1368.0	1230	1230
1369.0	1244	1244
1370.0	1252	1252
1371.0	1264	1264
1372.0	1224	1224
1373.0	1218	1218
1374.0	1240	1240
1375.0	1208	1208
1376.0	1292	1292
1377.0	1225	1225
