1.0	1302	1302
2.0	1296	1296
3.0	1287	1287
4.0	1306	1306
5.0	1288	1288
6.0	1255	1255
7.0	1285	1285
8.0	1288	1288
9.0	1316	1316
10.0	1328	1328
11.0	1286	1286
12.0	1325	1325
13.0	1290	1290
14.0	1284	1284
15.0	1245	1245
16.0	1278	1278
17.0	1302	1302
18.0	1299	1299
19.0	1264	1264
20.0	1255	1255
21.0	1278	1278
22.0	1263	1263
23.0	1288	1288
24.0	1310	1310
25.0	1269	1269
26.0	1332	1332
27.0	1325	1325
28.0	1260	1260
29.0	1287	1287
30.0	1261	1261
31.0	1266	1266
32.0	1256	1256
33.0	1278	1278
34.0	1286	1286
35.0	1302	1302
36.0	1287	1287
37.0	1268	1268
38.0	1244	1244
39.0	1324	1324
40.0	1302	1302
41.0	1306	1306
42.0	1309	1309
43.0	1276	1276
44.0	1285	1285
45.0	1268	1268
46.0	1255	1255
47.0	1253	1253
48.0	1284	1284
49.0	1324	1324
50.0	1334	1334
51.0	1304	1304
52.0	1296	1296
53.0	1283	1283
54.0	1286	1286
55.0	1296	1296
56.0	1268	1268
57.0	1239	1239
58.0	1304	1304
59.0	1296	1296
60.0	1299	1299
61.0	1287	1287
62.0	1265	1265
63.0	1255	1255
64.0	1262	1262
65.0	1268	1268
66.0	1310	1310
67.0	1330	1330
68.0	1319	1319
69.0	1334	1334
70.0	1364	1364
71.0	1309	1309
72.0	1255	1255
73.0	1189	1189
74.0	1095	1095
75.0	976	976
76.0	789	789
77.0	505	505
78.0	452	452
79.0	620	620
80.0	500	500
81.0	382	382
82.0	393	393
83.0	4	4
84.0	2	2
85.0	6	6
86.0	0	0
87.0	35	35
88.0	13	13
89.0	20	20
90.0	43	43
91.0	48	48
92.0	5	5
93.0	13	13
94.0	16	16
95.0	18	18
96.0	9	9
97.0	17	17
98.0	4	4
99.0	37	37
100.0	16	16
101.0	4	4
102.0	20	20
103.0	34	34
104.0	10	10
105.0	20	20
106.0	0	0
107.0	39	39
108.0	42	42
109.0	10	10
110.0	16	16
111.0	12	12
112.0	99	99
113.0	245	245
114.0	361	361
115.0	416	416
116.0	474	474
117.0	618	618
118.0	788	788
119.0	1095	1095
120.0	1360	1360
121.0	1308	1308
122.0	1252	1252
123.0	1079	1079
124.0	934	934
125.0	859	859
126.0	790	790
127.0	756	756
128.0	604	604
129.0	454	454
130.0	192	192
131.0	212	212
132.0	286	286
133.0	358	358
134.0	432	432
135.0	394	394
136.0	416	416
137.0	428	428
138.0	495	495
139.0	497	497
140.0	535	535
141.0	534	534
142.0	564	564
143.0	570	570
144.0	580	580
145.0	598	598
146.0	548	548
147.0	561	561
148.0	614	614
149.0	807	807
150.0	916	916
151.0	972	972
152.0	1036	1036
153.0	1026	1026
154.0	1048	1048
155.0	1114	1114
156.0	1072	1072
157.0	1132	1132
158.0	1131	1131
159.0	1180	1180
160.0	1186	1186
161.0	1157	1157
162.0	987	987
163.0	870	870
164.0	963	963
165.0	1031	1031
166.0	1044	1044
167.0	1100	1100
168.0	1126	1126
169.0	1126	1126
170.0	1136	1136
171.0	1154	1154
172.0	1125	1125
173.0	1133	1133
174.0	1136	1136
175.0	1152	1152
176.0	1197	1197
177.0	1172	1172
178.0	1208	1208
179.0	1199	1199
180.0	1208	1208
181.0	1202	1202
182.0	1209	1209
183.0	1240	1240
184.0	1262	1262
185.0	1280	1280
186.0	1272	1272
187.0	1253	1253
188.0	1256	1256
189.0	1204	1204
190.0	1172	1172
191.0	1170	1170
192.0	1148	1148
193.0	1218	1218
194.0	1208	1208
195.0	1191	1191
196.0	1223	1223
197.0	1223	1223
198.0	1182	1182
199.0	1201	1201
200.0	1244	1244
201.0	1227	1227
202.0	1222	1222
203.0	1243	1243
204.0	1215	1215
205.0	1236	1236
206.0	1230	1230
207.0	1196	1196
208.0	1207	1207
209.0	1178	1178
210.0	1180	1180
211.0	1184	1184
212.0	1190	1190
213.0	1207	1207
214.0	1220	1220
215.0	1238	1238
216.0	1278	1278
217.0	1259	1259
218.0	1270	1270
219.0	1239	1239
220.0	1280	1280
221.0	1270	1270
222.0	1230	1230
223.0	1212	1212
224.0	1201	1201
225.0	1240	1240
226.0	1254	1254
227.0	1196	1196
228.0	1243	1243
229.0	1272	1272
230.0	1264	1264
231.0	1284	1284
232.0	1252	1252
233.0	1246	1246
234.0	1260	1260
235.0	1284	1284
236.0	1247	1247
237.0	1243	1243
238.0	1203	1203
239.0	1234	1234
240.0	1220	1220
241.0	1212	1212
242.0	1214	1214
243.0	1190	1190
244.0	1195	1195
245.0	1222	1222
246.0	1264	1264
247.0	1276	1276
248.0	1272	1272
249.0	1269	1269
250.0	1264	1264
251.0	1296	1296
252.0	1264	1264
253.0	1239	1239
254.0	1286	1286
255.0	1288	1288
256.0	1239	1239
257.0	1222	1222
258.0	1272	1272
259.0	1216	1216
260.0	1204	1204
261.0	1204	1204
262.0	1216	1216
263.0	1254	1254
264.0	1246	1246
265.0	1259	1259
266.0	1244	1244
267.0	1280	1280
268.0	1228	1228
269.0	1219	1219
270.0	1217	1217
271.0	1201	1201
272.0	1299	1299
273.0	1312	1312
274.0	1316	1316
275.0	1336	1336
276.0	1336	1336
277.0	1300	1300
278.0	1276	1276
279.0	1246	1246
280.0	1212	1212
281.0	1260	1260
282.0	1255	1255
283.0	1252	1252
284.0	1298	1298
285.0	1324	1324
286.0	1326	1326
287.0	1278	1278
288.0	1310	1310
289.0	1310	1310
290.0	1278	1278
291.0	1269	1269
292.0	1223	1223
293.0	1224	1224
294.0	1200	1200
295.0	1256	1256
296.0	1246	1246
297.0	1223	1223
298.0	1230	1230
299.0	1232	1232
300.0	1221	1221
301.0	1238	1238
302.0	1252	1252
303.0	1247	1247
304.0	1273	1273
305.0	1252	1252
306.0	1276	1276
307.0	1268	1268
308.0	1261	1261
309.0	1253	1253
310.0	1243	1243
311.0	1266	1266
312.0	1230	1230
313.0	1212	1212
314.0	1251	1251
315.0	1224	1224
316.0	1213	1213
317.0	1244	1244
318.0	1246	1246
319.0	1295	1295
320.0	1347	1347
321.0	1328	1328
322.0	1348	1348
323.0	1284	1284
324.0	1251	1251
325.0	1280	1280
326.0	1271	1271
327.0	1269	1269
328.0	1250	1250
329.0	1209	1209
330.0	1228	1228
331.0	1220	1220
332.0	1212	1212
333.0	1204	1204
334.0	1212	1212
335.0	1261	1261
336.0	1268	1268
337.0	1282	1282
338.0	1292	1292
339.0	1268	1268
340.0	1280	1280
341.0	1238	1238
342.0	1258	1258
343.0	1235	1235
344.0	1240	1240
345.0	1238	1238
346.0	1204	1204
347.0	1234	1234
348.0	1244	1244
349.0	1284	1284
350.0	1300	1300
351.0	1228	1228
352.0	1288	1288
353.0	1268	1268
354.0	1286	1286
355.0	1348	1348
356.0	1336	1336
357.0	1319	1319
358.0	1318	1318
359.0	1262	1262
360.0	1253	1253
361.0	1260	1260
362.0	1235	1235
363.0	1232	1232
364.0	1268	1268
365.0	1271	1271
366.0	1236	1236
367.0	1270	1270
368.0	1256	1256
369.0	1207	1207
370.0	1284	1284
371.0	1296	1296
372.0	1282	1282
373.0	1254	1254
374.0	1260	1260
375.0	1228	1228
376.0	1234	1234
377.0	1230	1230
378.0	1252	1252
379.0	1292	1292
380.0	1258	1258
381.0	1242	1242
382.0	1244	1244
383.0	1255	1255
384.0	1223	1223
385.0	1217	1217
386.0	1244	1244
387.0	1265	1265
388.0	1280	1280
389.0	1270	1270
390.0	1271	1271
391.0	1295	1295
392.0	1350	1350
393.0	1355	1355
394.0	1316	1316
395.0	1296	1296
396.0	1283	1283
397.0	1290	1290
398.0	1244	1244
399.0	1256	1256
400.0	1244	1244
401.0	1230	1230
402.0	1222	1222
403.0	1228	1228
404.0	1244	1244
405.0	1241	1241
406.0	1238	1238
407.0	1268	1268
408.0	1310	1310
409.0	1275	1275
410.0	1267	1267
411.0	1270	1270
412.0	1251	1251
413.0	1236	1236
414.0	1192	1192
415.0	1208	1208
416.0	1204	1204
417.0	1234	1234
418.0	1216	1216
419.0	1258	1258
420.0	1239	1239
421.0	1284	1284
422.0	1270	1270
423.0	1232	1232
424.0	1204	1204
425.0	1228	1228
426.0	1284	1284
427.0	1300	1300
428.0	1328	1328
429.0	1308	1308
430.0	1298	1298
431.0	1324	1324
432.0	1280	1280
433.0	1261	1261
434.0	1295	1295
435.0	1276	1276
436.0	1246	1246
437.0	1246	1246
438.0	1224	1224
439.0	1244	1244
440.0	1260	1260
441.0	1229	1229
442.0	1215	1215
443.0	1288	1288
444.0	1275	1275
445.0	1262	1262
446.0	1268	1268
447.0	1246	1246
448.0	1248	1248
449.0	1256	1256
450.0	1192	1192
451.0	1208	1208
452.0	1210	1210
453.0	1204	1204
454.0	1195	1195
455.0	1246	1246
456.0	1252	1252
457.0	1270	1270
458.0	1212	1212
459.0	1215	1215
460.0	1245	1245
461.0	1249	1249
462.0	1297	1297
463.0	1324	1324
464.0	1296	1296
465.0	1340	1340
466.0	1348	1348
467.0	1322	1322
468.0	1302	1302
469.0	1265	1265
470.0	1274	1274
471.0	1220	1220
472.0	1204	1204
473.0	1217	1217
474.0	1206	1206
475.0	1226	1226
476.0	1219	1219
477.0	1274	1274
478.0	1272	1272
479.0	1278	1278
480.0	1265	1265
481.0	1279	1279
482.0	1272	1272
483.0	1239	1239
484.0	1180	1180
485.0	1200	1200
486.0	1234	1234
487.0	1244	1244
488.0	1246	1246
489.0	1278	1278
490.0	1252	1252
491.0	1236	1236
492.0	1288	1288
493.0	1302	1302
494.0	1228	1228
495.0	1230	1230
496.0	1223	1223
497.0	1261	1261
498.0	1283	1283
499.0	1321	1321
500.0	1324	1324
501.0	1342	1342
502.0	1342	1342
503.0	1312	1312
504.0	1283	1283
505.0	1265	1265
506.0	1233	1233
507.0	1216	1216
508.0	1215	1215
509.0	1245	1245
510.0	1268	1268
511.0	1292	1292
512.0	1268	1268
513.0	1248	1248
514.0	1246	1246
515.0	1276	1276
516.0	1232	1232
517.0	1236	1236
518.0	1226	1226
519.0	1217	1217
520.0	1223	1223
521.0	1232	1232
522.0	1207	1207
523.0	1236	1236
524.0	1236	1236
525.0	1268	1268
526.0	1239	1239
527.0	1239	1239
528.0	1246	1246
529.0	1260	1260
530.0	1240	1240
531.0	1292	1292
532.0	1355	1355
533.0	1345	1345
534.0	1320	1320
535.0	1318	1318
536.0	1293	1293
537.0	1274	1274
538.0	1275	1275
539.0	1260	1260
540.0	1255	1255
541.0	1243	1243
542.0	1222	1222
543.0	1197	1197
544.0	1267	1267
545.0	1284	1284
546.0	1230	1230
547.0	1292	1292
548.0	1260	1260
549.0	1252	1252
550.0	1250	1250
551.0	1228	1228
552.0	1216	1216
553.0	1232	1232
554.0	1222	1222
555.0	1254	1254
556.0	1260	1260
557.0	1282	1282
558.0	1269	1269
559.0	1244	1244
560.0	1234	1234
561.0	1232	1232
562.0	1236	1236
563.0	1309	1309
564.0	1272	1272
565.0	1324	1324
566.0	1334	1334
567.0	1308	1308
568.0	1300	1300
569.0	1264	1264
570.0	1264	1264
